,bookId,Genre,NumberOfPeople
16809,22289,contemporary,7
16810,22289,culture,136
16811,22289,essays,74
16812,22289,biography,70
16813,22289,non-fiction,419
16814,22289,school,21
16815,22289,short-stories,12
16816,22289,fiction,44
16817,22297,contemporary,344
16818,22297,novel,226
16819,22297,adult,101
16820,22297,tragedy,83
16821,22297,adventure,35
16822,22297,comedy,285
16823,22297,drama,37
16824,22297,mystery,279
16825,22297,horror,34
16826,22297,literature,156
16827,22297,religion,49
16828,22297,biography,19
16830,22297,fiction,2065
16831,22306,essays,5
16832,22306,school,1
16833,22306,fiction,3
16834,22306,culture,25
16835,22306,non-fiction,67
16836,22306,art,4
16838,22306,biography,3
16839,22306,adult,2
16840,22321,science-fiction,1152
16841,22321,adventure,5
16842,22321,fantasy,13
16843,22321,fiction,318
16844,22321,science,30
16846,22321,novel,27
16847,22321,literature,7
16848,22323,fantasy,48
16850,22323,adventure,28
16851,22323,classics,16
16852,22323,mystery,10
16853,22323,fiction,519
16854,22323,novel,24
16855,22323,science,45
16856,22323,science-fiction,2490
16857,22323,short-stories,513
16858,22323,literature,18
16859,22339,fiction,122
16860,22339,history,19
16861,22339,lgbt,8
16862,22339,fantasy,384
16863,22339,contemporary,6
16864,22339,adult,9
16865,22339,novel,11
16866,22339,horror,52
16868,22339,science-fiction,35
16870,22348,horror,6
16871,22348,mystery,17
16872,22348,fantasy,2
16873,22348,art,2
16874,22348,fiction,14
16875,22362,science-fiction,6
16876,22362,fiction,13
16877,22362,adventure,4
16878,22362,fantasy,2
16880,22414,adult,1
16881,22414,contemporary,1
16882,22414,non-fiction,4
16883,22414,novel,4
16884,22414,fiction,35
16885,22414,politics,3
16886,22414,school,12
16887,22414,romance,8
16889,22414,philosophy,1
16890,22418,adult,7
16891,22418,politics,39
16892,22418,fantasy,8
16893,22418,mystery,5
16894,22418,fiction,126
16895,22418,science-fiction,349
16897,22418,comedy,64
16898,22418,science,5
16899,22420,science-fiction,291
16900,22420,politics,24
16901,22420,fiction,104
16902,22420,mystery,5
16903,22420,adult,5
16905,22420,fantasy,8
16906,22420,comedy,46
16907,22421,fantasy,7
16908,22421,adult,5
16909,22421,comedy,59
16910,22421,politics,28
16911,22421,science,4
16912,22421,mystery,4
16913,22421,science-fiction,310
16915,22421,fiction,108
16916,22448,non-fiction,68
16917,22448,sociology,7
16918,22448,culture,8
16919,22448,essays,2
16920,22448,school,9
16921,22448,politics,39
16922,22448,science,2
16923,22448,short-stories,2
16925,22448,history,22
16926,22461,history,408
16928,22461,science,4276
16929,22461,school,243
16930,22461,non-fiction,3591
16931,22461,nature,201
16932,22461,literature,39
16933,22461,classics,1710
16934,22461,philosophy,401
16935,22470,culture,3
16936,22470,history,264
16937,22470,classics,2
16938,22470,non-fiction,280
16939,22470,politics,3
16940,22470,school,7
16941,22470,philosophy,28
16942,22470,self-help,11
16943,22470,sociology,3
16944,22470,religion,410
16946,22470,science,3
16947,22489,religion,3
16948,22489,politics,1
16949,22489,non-fiction,3
16950,22489,history,6
16952,22539,literature,2
16953,22539,non-fiction,2
16954,22539,romance,2
16955,22539,fiction,171
16956,22539,young-adult,178
16957,22539,contemporary,22
16958,22539,novel,9
16959,22539,biography,2
16960,22539,adult,8
16961,22539,school,5
16963,22539,comedy,5
16964,22542,school,2
16966,22542,non-fiction,58
16967,22542,science-fiction,2
16968,22542,science,59
16970,22550,classics,95
16971,22550,young-adult,119
16972,22550,tragedy,141
16973,22550,adventure,516
16974,22550,novel,401
16975,22550,mystery,579
16976,22550,adult,406
16977,22550,children,89
16978,22550,science-fiction,3760
16979,22550,fantasy,12518
16980,22550,fiction,4298
16981,22550,horror,3548
16982,22562,biography,31
16984,22562,non-fiction,15
16985,22583,short-stories,231
16986,22583,classics,20
16987,22583,science,31
16988,22583,science-fiction,744
16990,22583,religion,4
16991,22583,fantasy,14
16992,22583,mystery,30
16993,22583,fiction,182
16994,22583,novel,6
16995,22591,fantasy,3
16996,22591,literature,2
16997,22591,science-fiction,95
16998,22591,short-stories,27
17000,22591,fiction,12
17001,22620,art,2
17002,22620,history,1
17003,22620,non-fiction,9
17004,22620,sociology,4
17005,22620,school,3
17006,22620,politics,2
17007,22620,philosophy,46
17009,22620,culture,5
17010,22620,essays,1
17011,22620,biography,3
17012,22623,essays,10
17013,22623,short-stories,4
17014,22623,philosophy,450
17015,22623,literature,4
17016,22623,classics,18
17017,22623,politics,2
17018,22623,non-fiction,140
17019,22623,school,8
17021,22626,history,20
17022,22626,non-fiction,59
17024,22626,philosophy,173
17025,22626,school,2
17026,22626,classics,5
17027,22632,other,0
17028,22649,other,0
17029,22656,novel,29
17031,22656,romance,234
17032,22656,young-adult,8
17033,22656,comedy,57
17034,22656,contemporary,72
17035,22656,drama,8
17036,22656,fiction,164
17037,22656,adult,91
17038,22680,biography,844
17040,22680,non-fiction,442
17041,22680,philosophy,5
17042,22680,politics,91
17043,22680,history,824
17045,22681,adult,2
17046,22681,adventure,1
17047,22681,fiction,18
17048,22681,mystery,45
17049,22681,novel,3
17051,22687,history,38
17052,22687,romance,21
17053,22718,other,0
17054,22726,romance,168
17055,22726,comedy,78
17057,22726,fiction,262
17058,22726,novel,25
17059,22726,contemporary,82
17060,22726,drama,7
17061,22726,adult,29
17062,22736,non-fiction,2
17063,22736,fiction,25
17064,22736,mystery,25
17066,22736,adult,2
17067,22736,short-stories,2
17068,22736,contemporary,2
17069,22736,comedy,13
17070,22736,science,1
17071,22774,adult,7
17072,22774,comedy,5
17073,22774,contemporary,3
17074,22774,fiction,16
17075,22774,romance,18
17077,22867,fantasy,1016
17078,22867,science,3
17079,22867,adventure,13
17080,22867,fiction,125
17081,22867,adult,10
17082,22867,science-fiction,218
17083,22867,young-adult,4
17085,22867,romance,16
17087,22868,adult,6
17088,22868,science-fiction,284
17089,22868,adventure,23
17090,22868,fiction,201
17091,22868,novel,6
17092,22868,science,7
17093,22868,fantasy,1446
17094,22871,science-fiction,569
17095,22871,science,15
17096,22871,mystery,5
17097,22871,horror,2
17099,22871,fantasy,35
17100,22871,adventure,9
17101,22871,fiction,73
17102,22874,fantasy,50
17103,22874,adventure,4
17104,22874,mystery,4
17105,22874,fiction,82
17106,22874,science,6
17107,22874,novel,3
17109,22874,science-fiction,655
17110,22877,adventure,3
17111,22877,fantasy,51
17112,22877,fiction,81
17114,22877,science,10
17115,22877,science-fiction,626
17116,22877,novel,4
17117,22896,romance,457
17118,22896,adult,338
17119,22896,family,64
17120,22896,fantasy,3057
17121,22896,fiction,1755
17122,22896,horror,494
17123,22896,literature,84
17124,22896,novel,106
17125,22896,science-fiction,123
17126,22896,contemporary,222
17127,22896,drama,32
17129,22898,family,16
17130,22898,fantasy,366
17131,22898,adult,46
17132,22898,contemporary,83
17133,22898,young-adult,10
17134,22898,science-fiction,12
17135,22898,romance,24
17136,22898,drama,6
17137,22898,mystery,10
17138,22898,literature,18
17139,22898,horror,57
17140,22898,history,7
17141,22898,fiction,427
17143,22898,novel,27
17144,22904,other,0
17145,22911,classics,471
17146,22911,philosophy,38
17147,22911,fantasy,15
17148,22911,contemporary,11
17149,22911,short-stories,8
17150,22911,novel,178
17152,22911,literature,170
17153,22911,fiction,729
17155,22916,children,2816
17156,22916,fiction,1224
17157,22916,young-adult,160
17158,22916,literature,171
17159,22916,school,37
17160,22916,horror,77
17161,22916,history,156
17162,22916,fantasy,2079
17163,22916,adventure,57
17164,22916,short-stories,853
17165,22916,classics,4579
17166,22931,science,2
17167,22931,romance,83
17168,22931,horror,2
17169,22931,history,146
17170,22931,drama,2
17171,22931,adult,8
17173,22931,fiction,6
17174,22950,science,1
17175,22950,fiction,4
17176,22950,science-fiction,39
17177,22950,mystery,1
17178,22950,novel,1
17180,22950,fantasy,5
17181,22950,adventure,1
17182,22994,literature,4
17184,22994,nature,1
17185,22994,poetry,53
17187,23000,science,1
17188,23000,novel,4
17189,23000,fiction,26
17190,23000,contemporary,1
17191,23000,literature,2
17192,23001,philosophy,4
17194,23001,science-fiction,136
17195,23001,school,5
17196,23001,novel,33
17197,23001,literature,29
17198,23001,fiction,155
17199,23001,science,4
17200,23001,contemporary,18
17201,23002,literature,11
17202,23002,novel,11
17203,23002,history,23
17205,23002,contemporary,3
17206,23002,art,2
17207,23002,non-fiction,1
17208,23002,fiction,49
17209,23011,culture,2
17210,23011,non-fiction,47
17211,23011,politics,2
17212,23011,philosophy,1
17213,23011,school,3
17214,23011,science,2
17216,23011,religion,62
17217,23011,self-help,2
17218,23011,history,104
17220,23022,novel,8
17221,23022,classics,2
17222,23022,adult,5
17223,23022,comedy,2
17224,23022,contemporary,4
17225,23022,literature,7
17226,23022,fiction,53
17227,23022,history,2
17228,23022,horror,39
17229,23022,mystery,26
17230,23045,contemporary,2
17232,23045,novel,2
17233,23045,short-stories,10
17234,23045,adult,1
17235,23045,fiction,24
17236,23046,contemporary,118
17237,23046,fiction,474
17238,23046,adult,8
17239,23046,classics,15
17240,23046,family,8
17241,23046,comedy,29
17242,23046,lgbt,50
17243,23046,literature,51
17244,23046,school,43
17245,23046,young-adult,44
17247,23046,novel,75
17248,23065,other,0
17249,23066,contemporary,12
17250,23066,essays,206
17251,23066,biography,4
17252,23066,classics,6
17253,23066,comedy,78
17254,23066,culture,18
17255,23066,literature,26
17256,23066,fiction,59
17257,23066,non-fiction,259
17258,23066,novel,5
17259,23066,philosophy,46
17260,23066,short-stories,52
17262,23080,philosophy,269
17263,23080,mystery,4455
17264,23080,religion,333
17265,23080,novel,814
17267,23080,history,5893
17268,23080,adult,168
17269,23080,classics,2673
17270,23080,literature,1080
17271,23080,fiction,5055
17272,23080,contemporary,191
17273,23194,philosophy,4
17274,23194,essays,14
17275,23194,biography,15
17277,23194,non-fiction,29
17278,23194,religion,2
17279,23194,self-help,1
17280,23194,sociology,1
17281,23194,nature,11
17282,23194,culture,2
17284,23202,culture,14
17285,23202,contemporary,7
17286,23202,biography,269
17287,23202,adventure,26
17288,23202,adult,6
17289,23202,history,12
17290,23202,sociology,4
17291,23202,school,5
17292,23202,philosophy,8
17293,23202,novel,4
17294,23202,non-fiction,422
17295,23202,nature,44
17296,23202,fiction,32
17297,23202,literature,4
17298,23204,non-fiction,7
17299,23204,culture,3
17301,23204,adult,15
17302,23204,nature,3
17303,23204,contemporary,31
17304,23204,history,11
17305,23204,family,5
17306,23204,fiction,175
17307,23204,literature,11
17308,23204,young-adult,5
17309,23204,romance,19
17310,23204,novel,18
17311,23204,comedy,8
17312,23226,mystery,21
17313,23226,fiction,130
17315,23226,young-adult,50
17316,23226,adult,84
17317,23226,contemporary,139
17318,23226,adventure,5
17319,23226,comedy,56
17320,23226,novel,14
17321,23226,romance,485
17322,23233,classics,1
17323,23233,young-adult,48
17324,23233,contemporary,8
17326,23233,school,4
17327,23233,romance,28
17328,23233,fiction,7
17329,23233,comedy,5
17330,23236,comedy,9
17331,23236,adventure,1
17332,23236,fantasy,25
17334,23236,contemporary,10
17335,23236,fiction,5
17336,23236,history,5
17337,23236,horror,28
17338,23236,romance,57
17339,23236,science-fiction,1
17340,23238,fantasy,13
17341,23238,comedy,3
17343,23238,horror,13
17344,23238,contemporary,5
17345,23238,romance,30
17347,23240,romance,35
17348,23240,history,2
17349,23240,fiction,6
17350,23240,mystery,2
17351,23240,contemporary,3
17352,23240,comedy,4
17353,23240,adventure,4
17354,23240,fantasy,21
17355,23240,horror,19
17357,23243,horror,21
17358,23243,romance,36
17359,23243,history,2
17360,23243,fantasy,18
17361,23243,adventure,4
17362,23243,comedy,2
17363,23243,fiction,4
17364,23316,contemporary,10
17365,23316,biography,225
17366,23316,novel,8
17367,23316,non-fiction,677
17368,23316,literature,6
17369,23316,fiction,23
17370,23316,adventure,18
17371,23316,adult,9
17373,23316,comedy,400
17374,23316,culture,649
17375,23322,self-help,26
17376,23322,science,2
17377,23322,religion,7
17378,23322,essays,1
17379,23322,children,1
17381,23322,non-fiction,22
17382,23322,philosophy,13
17383,23322,biography,1
17384,23393,fantasy,21
17385,23393,science,7
17386,23393,adventure,12
17387,23393,fiction,22
17388,23393,mystery,4
17389,23393,science-fiction,206
17391,23393,young-adult,8
17392,23404,fiction,58
17394,23404,school,20
17395,23404,novel,3
17396,23404,young-adult,29
17397,23404,fantasy,7
17398,23404,mystery,48
17399,23404,contemporary,3
17400,23404,comedy,74
17401,23404,children,263
17402,23419,history,39
17403,23419,literature,8
17404,23419,non-fiction,896
17405,23419,essays,51
17406,23419,philosophy,1791
17407,23419,self-help,118
17409,23419,classics,13
17410,23419,biography,7
17412,23420,classics,7
17413,23420,comedy,28
17414,23420,self-help,134
17415,23420,school,6
17416,23420,biography,98
17417,23420,non-fiction,760
17418,23420,literature,66
17419,23420,history,17
17420,23420,fiction,26
17421,23420,essays,91
17422,23420,art,8
17423,23420,philosophy,591
17424,23421,novel,8
17425,23421,essays,2
17426,23421,fiction,26
17427,23421,non-fiction,15
17428,23421,comedy,2
17429,23421,contemporary,11
17431,23421,romance,9
17432,23421,philosophy,17
17433,23421,self-help,1
17434,23421,biography,3
17435,23438,fiction,98
17436,23438,fantasy,3
17437,23438,history,181
17438,23438,literature,7
17439,23438,non-fiction,9
17440,23438,novel,7
17441,23438,adult,2
17442,23438,contemporary,4
17444,23438,mystery,3
17445,23439,other,0
17446,23453,fiction,379
17447,23453,fantasy,3717
17448,23453,children,192
17449,23453,adult,26
17451,23453,science-fiction,358
17452,23453,novel,53
17453,23453,young-adult,158
17454,23453,adventure,114
17455,23518,essays,2
17456,23518,nature,3
17457,23518,non-fiction,368
17458,23518,philosophy,2
17459,23518,school,3
17460,23518,science,452
17461,23518,history,11
17463,23518,comedy,9
17464,23521,philosophy,60
17465,23521,fantasy,447
17466,23521,fiction,494
17467,23521,history,2597
17468,23521,non-fiction,1320
17469,23521,religion,191
17470,23521,school,722
17471,23521,short-stories,105
17472,23521,adventure,33
17473,23521,adult,43
17474,23521,classics,1711
17475,23521,literature,131
17477,23522,other,0
17478,23533,school,4
17480,23533,comedy,2
17481,23533,non-fiction,14
17482,23533,biography,11
17483,23533,fiction,2
17484,23533,short-stories,1
17485,23549,school,6
17486,23549,history,155
17487,23549,fiction,7
17488,23549,children,70
17489,23549,biography,2
17490,23549,non-fiction,11
17491,23549,novel,2
17492,23549,young-adult,31
17494,23549,adventure,2
17495,23577,fiction,5
17497,23577,comedy,681
17498,23577,adult,9
17499,23577,biography,7
17500,23577,culture,8
17501,23577,essays,20
17502,23577,history,25
17503,23577,non-fiction,947
17504,23577,politics,767
17505,23584,adult,2
17506,23584,non-fiction,7
17507,23584,politics,5
17508,23584,self-help,4
17509,23584,comedy,24
17511,23584,fiction,6
17512,23584,contemporary,1
17513,23588,art,98
17514,23588,science-fiction,9
17516,23588,school,7
17517,23588,non-fiction,73
17518,23588,biography,30
17519,23588,history,5
17520,23588,fiction,11
17521,23588,fantasy,71
17522,23588,essays,3
17523,23588,classics,1
17524,23588,literature,1
17525,23600,adult,7
17527,23600,science-fiction,31
17528,23600,non-fiction,12
17529,23600,history,7
17530,23600,fiction,71
17531,23600,literature,9
17532,23600,adventure,5
17533,23600,school,12
17534,23600,fantasy,302
17535,23600,classics,19
17536,23686,adventure,35
17537,23686,children,4
17538,23686,comedy,122
17539,23686,romance,66
17541,23686,fiction,43
17542,23686,school,5
17543,23686,young-adult,59
17544,23686,contemporary,8
17545,23686,fantasy,110
17546,23693,school,1
17547,23693,adventure,10
17548,23693,comedy,29
17549,23693,young-adult,3
17550,23693,romance,21
17551,23693,fantasy,18
17552,23693,family,2
17554,23693,children,2
17555,23693,fiction,12
17556,23700,fantasy,12
17557,23700,culture,2
17559,23700,young-adult,5
17560,23700,romance,9
17561,23700,novel,5
17562,23700,history,5
17563,23700,fiction,95
17564,23700,family,2
17565,23700,adult,2
17566,23700,contemporary,14
17567,23700,literature,5
17569,23734,science-fiction,77
17570,23734,young-adult,4
17571,23734,fiction,28
17572,23734,fantasy,77
17573,23734,drama,2
17574,23734,classics,5
17575,23734,art,4
17576,23734,adventure,14
17577,23734,history,3
17578,23734,horror,2
17580,23740,art,4
17581,23740,adventure,15
17582,23740,young-adult,7
17583,23740,science-fiction,82
17584,23740,history,3
17585,23740,fiction,31
17586,23740,fantasy,82
17587,23740,drama,2
17588,23740,classics,5
17589,23740,horror,3
17590,23751,novel,5
17591,23751,literature,8
17592,23751,romance,2
17593,23751,short-stories,2
17594,23751,fiction,51
17595,23751,fantasy,5
17597,23751,classics,4
17598,23751,history,124
17600,23754,adult,231
17601,23754,children,161
17602,23754,art,47
17603,23754,young-adult,144
17604,23754,adventure,89
17605,23754,science-fiction,591
17606,23754,horror,1246
17607,23754,history,290
17608,23754,fiction,1423
17609,23754,classics,64
17610,23754,fantasy,4701
17611,23754,tragedy,76
17612,23756,biography,120
17613,23756,politics,21
17614,23756,non-fiction,209
17615,23756,history,425
17616,23756,essays,4
17617,23756,culture,3
17618,23756,classics,5
17621,23757,short-stories,1
17622,23757,novel,1
17623,23757,non-fiction,10
17624,23757,biography,3
17625,23757,essays,1
17626,23757,history,30
17627,23790,school,3
17628,23790,short-stories,152
17629,23790,literature,31
17630,23790,fiction,78
17631,23790,novel,8
17632,23790,classics,104
17634,23790,essays,2
17635,23791,short-stories,210
17636,23791,school,4
17637,23791,literature,52
17638,23791,novel,13
17639,23791,fiction,171
17640,23791,drama,6
17642,23791,classics,193
17643,23791,history,4
17644,23791,culture,3
17646,23793,classics,4
17647,23793,short-stories,135
17648,23793,science-fiction,5
17649,23793,literature,2
17650,23793,horror,186
17651,23793,fantasy,13
17652,23793,fiction,23
17653,23809,horror,40
17654,23809,adult,5
17655,23809,classics,4
17656,23809,novel,6
17657,23809,drama,2
17658,23809,fiction,35
17659,23809,mystery,81
17661,23809,contemporary,3
17662,23814,literature,110
17663,23814,romance,13
17664,23814,novel,132
17666,23814,children,20
17667,23814,culture,19
17668,23814,fantasy,229
17669,23814,fiction,925
17670,23814,young-adult,21
17671,23814,classics,1718
17672,23814,adventure,826
17673,23814,history,254
17674,23814,mystery,60
17676,23824,fiction,220
17677,23824,novel,6
17678,23824,horror,213
17679,23824,adult,6
17680,23824,history,633
17681,23824,fantasy,27
17682,23824,adventure,9
17683,23824,mystery,521
17685,23841,fantasy,6
17686,23841,fiction,18
17687,23841,horror,183
17688,23841,mystery,20
17690,23845,short-stories,24
17691,23845,fiction,10
17692,23845,horror,71
17694,23846,fiction,5
17695,23846,science-fiction,1
17696,23846,fantasy,2
17697,23846,horror,61
17698,23846,mystery,6
17700,23848,novel,1
17701,23848,fiction,24
17702,23848,horror,115
17703,23848,comedy,1
17704,23848,mystery,13
17705,23849,horror,96
17706,23849,mystery,5
17708,23849,fantasy,3
17709,23849,fiction,11
17710,23856,adult,5
17711,23856,biography,708
17712,23856,fiction,5
17714,23856,history,286
17715,23856,non-fiction,591
17716,23856,politics,10
17717,23856,family,11
17718,23878,classics,1226
17719,23878,adult,94
17720,23878,drama,66
17721,23878,fantasy,554
17722,23878,history,81
17723,23878,literature,445
17724,23878,mystery,161
17725,23878,novel,408
17726,23878,romance,36
17727,23878,school,594
17728,23878,fiction,1850
17730,23878,contemporary,119
17732,23912,poetry,972
17733,23912,philosophy,4
17734,23912,non-fiction,6
17735,23912,literature,40
17736,23912,fiction,22
17737,23912,classics,225
17738,23912,art,4
17739,23912,short-stories,4
17740,23912,religion,4
17741,23912,school,12
17742,23913,art,58
17744,23913,literature,47
17745,23913,classics,287
17746,23913,religion,71
17747,23913,poetry,825
17748,23913,school,50
17749,23913,non-fiction,9
17750,23913,history,10
17751,23913,fiction,60
17752,23913,fantasy,7
17753,23913,comedy,4
17754,23913,philosophy,96
17755,23919,other,0
17757,23920,adult,102
17758,23920,short-stories,1506
17759,23920,classics,4715
17760,23920,fantasy,342
17761,23920,fiction,1655
17762,23920,poetry,3424
17763,23920,literature,419
17764,23920,novel,47
17765,23920,school,44
17766,23920,science-fiction,50
17767,23920,mystery,633
17768,23920,tragedy,56
17769,23920,horror,2215
17770,23922,short-stories,113
17771,23922,school,5
17772,23922,adult,5
17773,23922,novel,17
17775,23922,non-fiction,10
17776,23922,poetry,206
17777,23922,biography,5
17778,23922,literature,47
17779,23922,horror,229
17780,23922,fiction,179
17781,23922,fantasy,29
17782,23922,classics,464
17783,23922,mystery,47
17785,23925,fantasy,2
17786,23925,fiction,19
17787,23925,horror,39
17788,23925,literature,3
17789,23925,poetry,2
17790,23925,school,2
17791,23925,short-stories,37
17792,23925,tragedy,1
17793,23925,classics,38
17794,23925,mystery,10
17795,23926,school,4
17796,23926,romance,11
17798,23926,tragedy,5
17799,23926,classics,401
17800,23926,fiction,76
17801,23926,fantasy,15
17802,23926,literature,42
17803,23926,short-stories,10
17804,23926,non-fiction,16
17805,23926,poetry,852
17806,23926,mystery,10
17807,23926,horror,85
17808,23930,science-fiction,27
17809,23930,novel,20
17810,23930,literature,18
17811,23930,lgbt,28
17813,23930,fantasy,7
17814,23930,comedy,3
17815,23930,classics,23
17816,23930,fiction,114
17817,23931,fiction,94
17818,23931,literature,21
17819,23931,novel,12
17820,23931,school,3
17821,23931,science-fiction,82
17822,23931,comedy,5
17823,23931,fantasy,3
17825,23931,classics,4
17826,23937,science-fiction,90
17827,23937,tragedy,13
17828,23937,literature,41
17829,23937,novel,30
17831,23937,mystery,29
17832,23937,adult,19
17833,23937,fiction,218
17834,23937,comedy,4
17835,23937,drama,7
17836,23937,classics,22
17837,23937,horror,4
17838,23937,lgbt,6
17839,23937,fantasy,9
17840,23940,contemporary,72
17841,23940,adult,49
17842,23940,biography,208
17843,23940,classics,358
17845,23940,drama,37
17846,23940,tragedy,19
17847,23940,mystery,82
17848,23940,non-fiction,136
17849,23940,novel,175
17850,23940,fiction,922
17851,23940,lgbt,22
17852,23940,literature,150
17853,23948,culture,2
17854,23948,biography,26
17855,23948,classics,4
17857,23948,non-fiction,23
17858,23948,literature,7
17859,23948,lgbt,4
17860,23948,fiction,35
17861,23948,short-stories,2
17862,23950,novel,281
17863,23950,mystery,607
17864,23950,drama,134
17865,23950,fiction,2335
17866,23950,contemporary,692
17867,23950,adult,149
17868,23950,classics,326
17870,23950,comedy,41
17871,23950,tragedy,114
17872,23950,literature,177
17873,23961,horror,5
17874,23961,fiction,232
17875,23961,adult,4
17876,23961,contemporary,47
17877,23961,tragedy,6
17878,23961,drama,3
17879,23961,mystery,15
17880,23961,novel,23
17881,23961,short-stories,10
17883,23961,literature,17
17885,23964,tragedy,3
17886,23964,romance,5
17887,23964,novel,18
17888,23964,mystery,5
17889,23964,literature,22
17890,23964,fiction,216
17891,23964,drama,7
17892,23964,contemporary,54
17893,23964,comedy,3
17894,23964,adult,5
17895,23964,short-stories,80
17896,23966,other,0
17897,24001,novel,37
17898,24001,non-fiction,20
17899,24001,politics,6
17900,24001,history,172
17901,24001,literature,25
17902,24001,contemporary,20
17903,24001,classics,9
17905,24001,school,5
17906,24001,fiction,120
17908,24056,children,61
17909,24056,adventure,2
17910,24056,comedy,26
17911,24056,fiction,23
17912,24056,mystery,2
17913,24056,young-adult,34
17914,24056,contemporary,2
17915,24058,fiction,38
17916,24058,young-adult,48
17917,24058,contemporary,4
17918,24058,comedy,30
17919,24058,adventure,2
17921,24058,school,3
17922,24058,children,77
17923,24073,children,148
17924,24073,adventure,74
17925,24073,contemporary,10
17926,24073,fiction,80
17927,24073,mystery,9
17928,24073,novel,2
17929,24073,school,15
17930,24073,young-adult,77
17932,24093,mystery,10
17933,24093,adventure,54
17934,24093,fiction,182
17935,24093,history,8
17936,24093,fantasy,1781
17937,24093,children,176
17938,24093,science-fiction,147
17939,24093,young-adult,1090
17941,24093,novel,13
17942,24100,history,19
17944,24100,contemporary,50
17945,24100,classics,616
17946,24100,adult,19
17947,24100,politics,25
17948,24100,fiction,1069
17949,24100,novel,161
17950,24100,literature,244
17951,24127,fiction,73
17952,24127,mystery,480
17953,24127,comedy,8
17954,24127,adult,5
17956,24127,contemporary,5
17957,24137,novel,43
17958,24137,romance,18
17959,24137,school,124
17960,24137,young-adult,1334
17961,24137,history,1906
17962,24137,fantasy,21
17963,24137,family,19
17964,24137,comedy,101
17965,24137,children,1455
17967,24137,fiction,407
17968,24137,classics,51
17969,24147,self-help,2
17970,24147,philosophy,4
17972,24147,fiction,2
17973,24147,non-fiction,83
17974,24147,science-fiction,4
17975,24147,science,114
17976,24147,culture,2
17977,24156,family,3
17978,24156,children,341
17979,24156,fiction,87
17980,24156,school,20
17981,24156,young-adult,3
17982,24156,comedy,38
17984,24156,contemporary,3
17985,24157,young-adult,6
17986,24157,mystery,2
17987,24157,fiction,78
17988,24157,adventure,3
17989,24157,comedy,25
17990,24157,drama,2
17992,24157,school,19
17993,24157,children,316
17994,24178,children,24221
17995,24178,science-fiction,294
17997,24178,adventure,131
17998,24178,classics,9748
17999,24178,fiction,5009
18000,24178,literature,222
18001,24178,novel,571
18002,24178,school,975
18003,24178,young-adult,2662
18004,24178,fantasy,1539
18005,24198,fiction,7
18006,24198,young-adult,6
18008,24198,children,36
18009,24198,comedy,4
18010,24205,children,47
18011,24205,young-adult,18
18012,24205,romance,1
18013,24205,fiction,10
18014,24205,contemporary,2
18016,24213,other,0
18017,24215,adventure,9
18018,24215,fantasy,52
18019,24215,classics,100
18021,24215,fiction,28
18022,24215,comedy,2
18023,24215,art,7
18024,24215,children,225
18025,24215,science-fiction,4
18026,24215,young-adult,11
18027,24215,literature,3
18028,24217,other,0
18029,24220,adventure,607
18030,24220,children,8043
18031,24220,school,149
18032,24220,comedy,156
18033,24220,classics,15201
18034,24220,poetry,102
18035,24220,novel,556
18037,24220,science-fiction,276
18038,24220,fiction,4585
18039,24220,fantasy,6747
18040,24220,literature,643
18041,24220,young-adult,1494
18042,24223,fiction,117
18043,24223,philosophy,4181
18044,24223,classics,5786
18045,24223,history,4112
18046,24223,literature,188
18048,24223,adult,61
18049,24223,politics,1102
18050,24223,school,155
18051,24223,non-fiction,6614
18052,24223,self-help,681
18053,24244,adult,39
18054,24244,fiction,552
18055,24244,mystery,2697
18056,24244,adventure,18
18057,24244,novel,31
18058,24244,contemporary,12
18060,24253,fiction,24
18061,24253,culture,2
18063,24253,mystery,142
18064,24271,family,52
18065,24271,mystery,35
18066,24271,horror,81
18067,24271,fiction,308
18068,24271,fantasy,828
18069,24271,novel,190
18070,24271,contemporary,18
18071,24271,young-adult,828
18072,24271,children,936
18073,24271,adventure,15
18074,24271,science-fiction,42
18075,24271,school,149
18077,24271,classics,16
18078,24281,other,0
18079,24283,other,0
18080,24284,other,0
18081,24307,essays,1
18082,24307,children,69
18083,24307,fiction,13
18084,24307,school,4
18085,24307,young-adult,2
18086,24307,contemporary,6
18088,24308,children,66
18089,24308,contemporary,5
18091,24308,fiction,18
18092,24308,school,5
18093,24308,young-adult,3
18094,24335,young-adult,345
18095,24335,school,144
18096,24335,novel,49
18097,24335,nature,23
18098,24335,fantasy,218
18099,24335,classics,832
18100,24335,children,3292
18101,24335,adventure,37
18103,24335,fiction,637
18105,24337,young-adult,5497
18106,24337,romance,1325
18107,24337,novel,136
18108,24337,science-fiction,408
18109,24337,fiction,1571
18110,24337,fantasy,8541
18111,24337,comedy,93
18112,24337,children,6674
18113,24337,adventure,395
18114,24337,history,92
18115,24337,classics,407
18117,24378,young-adult,1
18118,24378,drama,2
18119,24378,children,3
18120,24378,fantasy,7
18121,24378,literature,1
18122,24378,non-fiction,1
18123,24378,religion,2
18124,24378,science-fiction,2
18126,24403,school,2
18127,24403,poetry,780
18128,24403,fiction,5
18129,24403,contemporary,2
18130,24403,adult,6
18131,24403,non-fiction,12
18132,24414,adult,2
18134,24414,adventure,2
18135,24414,contemporary,1
18136,24414,history,9
18137,24414,mystery,7
18138,24414,fiction,10
18139,24424,science-fiction,1
