,bookId,Genre,NumberOfPeople
18141,24424,fantasy,2
18142,24424,fiction,2
18143,24424,horror,19
18144,24424,young-adult,4
18145,24441,literature,3
18146,24441,young-adult,8
18147,24441,science,19
18148,24441,religion,9
18149,24441,science-fiction,962
18150,24441,fiction,140
18151,24441,comedy,3
18152,24441,adult,16
18154,24441,novel,15
18155,24441,fantasy,104
18156,24457,self-help,1
18157,24457,sociology,26
18159,24457,school,1
18160,24457,culture,5
18161,24457,essays,2
18162,24457,history,20
18163,24457,non-fiction,92
18164,24457,philosophy,5
18165,24457,politics,28
18166,24457,adult,3
18167,24473,contemporary,5
18168,24473,fiction,27
18170,24473,adult,3
18171,24473,romance,35
18172,24473,mystery,113
18173,24476,culture,12
18174,24476,biography,152
18175,24476,comedy,69
18176,24476,contemporary,6
18177,24476,novel,4
18178,24476,sociology,4
18179,24476,fiction,14
18180,24476,history,5
18181,24476,adult,7
18182,24476,non-fiction,379
18184,24476,essays,45
18185,24521,literature,9
18186,24521,novel,10
18187,24521,fiction,212
18188,24521,adventure,48
18190,24521,short-stories,5
18191,24521,history,521
18192,24525,classics,4
18193,24525,novel,14
18194,24525,literature,9
18195,24525,fiction,231
18197,24525,history,562
18198,24525,adventure,65
18199,24526,novel,13
18200,24526,adventure,43
18201,24526,classics,3
18202,24526,fiction,237
18203,24526,history,529
18204,24526,literature,10
18205,24526,short-stories,5
18207,24565,school,9
18209,24565,drama,2
18210,24565,fiction,10
18211,24565,comedy,77
18212,24565,non-fiction,14
18213,24565,literature,2
18214,24568,drama,5
18215,24568,essays,2
18217,24568,school,12
18218,24568,comedy,188
18219,24568,non-fiction,20
18220,24568,classics,2
18221,24568,fiction,13
18223,24569,biography,3
18224,24569,mystery,68
18225,24569,classics,7
18226,24569,adult,3
18227,24569,culture,3
18228,24569,literature,3
18229,24569,school,5
18230,24569,non-fiction,258
18231,24569,politics,5
18232,24569,sociology,5
18233,24569,history,311
18234,24569,fiction,22
18235,24580,adult,5
18237,24580,adventure,82
18238,24580,children,213
18239,24580,drama,5
18240,24580,fiction,430
18241,24580,classics,959
18242,24580,comedy,27
18243,24580,young-adult,92
18244,24580,school,30
18245,24580,literature,65
18246,24580,history,75
18247,24580,novel,43
18248,24589,novel,1
18249,24589,science-fiction,17
18250,24589,romance,1
18252,24589,fiction,7
18253,24589,fantasy,40
18254,24604,non-fiction,3
18255,24604,novel,1
18256,24604,classics,12
18257,24604,literature,8
18258,24604,poetry,65
18259,24604,essays,1
18260,24604,school,1
18261,24604,self-help,1
18263,24604,fiction,4
18264,24605,poetry,41
18265,24605,philosophy,4
18266,24605,non-fiction,28
18268,24605,fiction,7
18269,24605,essays,19
18270,24605,literature,3
18271,24605,classics,11
18272,24607,fiction,4
18273,24607,art,83
18274,24607,classics,24
18275,24607,sociology,2
18276,24607,culture,2
18277,24607,essays,61
18278,24607,non-fiction,63
18279,24607,philosophy,34
18280,24607,poetry,11
18281,24607,school,11
18283,24607,literature,7
18284,24607,history,4
18285,24612,philosophy,2941
18286,24612,novel,485
18287,24612,school,1181
18288,24612,classics,9024
18289,24612,politics,95
18290,24612,non-fiction,92
18291,24612,fantasy,60
18292,24612,history,404
18293,24612,literature,1000
18295,24612,adventure,130
18296,24612,comedy,1463
18297,24612,fiction,3885
18298,24612,adult,163
18299,24614,other,0
18300,24617,self-help,250
18301,24617,school,15
18302,24617,philosophy,1810
18303,24617,essays,10
18304,24617,literature,14
18305,24617,classics,302
18306,24617,non-fiction,609
18308,24617,short-stories,7
18309,24617,history,57
18310,24626,mystery,2
18311,24626,young-adult,30
18312,24626,school,4
18313,24626,horror,5
18315,24626,fantasy,40
18316,24626,fiction,18
18317,24626,history,8
18318,24626,children,31
18319,24674,history,305
18320,24674,romance,44
18321,24674,young-adult,3
18322,24674,fantasy,96
18323,24674,biography,2
18324,24674,fiction,69
18326,24674,science-fiction,11
18327,24674,school,2
18328,24674,adult,17
18329,24703,adventure,7
18330,24703,fiction,56
18331,24703,science-fiction,30
18332,24703,school,2
18333,24703,novel,7
18334,24703,mystery,2
18335,24703,literature,2
18336,24703,fantasy,91
18337,24703,classics,19
18338,24703,children,233
18340,24703,young-adult,44
18341,24704,children,93
18342,24704,adventure,6
18343,24704,fantasy,40
18344,24704,family,2
18346,24704,classics,4
18347,24704,young-adult,17
18348,24704,mystery,2
18349,24704,fiction,24
18350,24704,novel,4
18351,24704,science-fiction,11
18352,24711,history,4
18354,24711,philosophy,9
18355,24711,religion,121
18356,24711,non-fiction,300
18357,24711,fiction,20
18358,24711,biography,265
18359,24711,self-help,68
18360,24724,history,62
18362,24724,non-fiction,5
18363,24724,literature,45
18364,24724,fiction,414
18365,24724,contemporary,37
18366,24724,comedy,14
18367,24724,classics,5
18368,24724,adult,20
18369,24724,novel,61
18370,24727,art,2
18371,24727,novel,21
18372,24727,comedy,13
18373,24727,literature,12
18374,24727,essays,2
18375,24727,fiction,112
18376,24727,contemporary,14
18377,24727,history,4
18380,24729,short-stories,99
18381,24729,contemporary,4
18382,24729,drama,2
18383,24729,fiction,52
18384,24729,literature,2
18385,24729,science-fiction,4
18387,24733,short-stories,33
18388,24733,contemporary,2
18389,24733,comedy,5
18390,24733,adult,1
18391,24733,fiction,32
18393,24736,comedy,5
18394,24736,history,73
18395,24736,fiction,195
18396,24736,literature,24
18397,24736,contemporary,12
18398,24736,novel,23
18399,24736,short-stories,6
18400,24737,other,0
18401,24739,literature,3
18402,24739,fiction,57
18403,24739,short-stories,79
18404,24739,comedy,1
18405,24739,contemporary,2
18407,24751,contemporary,2
18408,24751,short-stories,74
18409,24751,adult,2
18410,24751,literature,7
18412,24751,fiction,43
18413,24751,history,2
18414,24751,school,3
18415,24751,politics,1
18416,24751,classics,3
18417,24761,young-adult,1001
18419,24761,novel,21
18420,24761,science-fiction,819
18421,24761,adventure,35
18422,24761,history,17
18423,24761,fiction,499
18424,24761,fantasy,1031
18425,24761,religion,18
18426,24761,classics,175
18427,24761,children,679
18428,24761,romance,13
18429,24771,science,3
18430,24771,adult,11
18431,24771,fiction,18
18433,24771,young-adult,15
18434,24771,science-fiction,87
18435,24771,fantasy,10
18436,24775,mystery,22
18437,24775,novel,7
18438,24775,romance,19
18439,24775,school,4
18440,24775,young-adult,104
18442,24775,fiction,36
18443,24775,adult,2
18444,24775,literature,2
18445,24775,fantasy,7
18446,24775,children,19
18447,24775,adventure,2
18448,24775,contemporary,10
18449,24777,children,128
18450,24777,comedy,2
18451,24777,science-fiction,3
18452,24777,mystery,13
18454,24777,history,12
18455,24777,fiction,47
18456,24777,fantasy,114
18457,24777,young-adult,93
18458,24777,adventure,12
18459,24777,horror,27
18460,24777,novel,5
18461,24783,history,23
18462,24783,romance,4
18463,24783,politics,5
18464,24783,novel,4
18465,24783,fiction,87
18466,24783,classics,6
18467,24783,children,128
18468,24783,adventure,55
18469,24783,science-fiction,59
18470,24783,young-adult,258
18472,24783,fantasy,431
18473,24804,family,8
18475,24804,adult,16
18476,24804,culture,3
18477,24804,fiction,114
18478,24804,history,123
18479,24804,literature,15
18480,24804,non-fiction,2
18481,24804,novel,4
18482,24804,romance,10
18483,24804,drama,4
18484,24813,philosophy,7
18485,24813,art,19
18486,24813,non-fiction,15
18487,24813,young-adult,13
18488,24813,fiction,134
18489,24813,adventure,7
18490,24813,comedy,575
18492,24813,fantasy,12
18493,24813,children,231
18494,24813,classics,24
18495,24814,adventure,10
18496,24814,young-adult,14
18497,24814,philosophy,13
18498,24814,fiction,148
18499,24814,non-fiction,7
18500,24814,comedy,575
18501,24814,classics,14
18502,24814,children,217
18503,24814,art,14
18505,24814,fantasy,14
18507,24816,adventure,9
18508,24816,classics,20
18509,24816,art,16
18510,24816,fantasy,18
18511,24816,comedy,586
18512,24816,fiction,160
18513,24816,philosophy,10
18514,24816,young-adult,12
18515,24816,children,210
18516,24818,comedy,565
18517,24818,philosophy,8
18518,24818,non-fiction,8
18519,24818,fiction,135
18520,24818,young-adult,14
18521,24818,classics,24
18522,24818,children,218
18523,24818,art,10
18524,24818,adventure,10
18525,24818,fantasy,14
18528,24820,fantasy,3
18529,24820,art,6
18530,24820,comedy,100
18531,24820,children,33
18532,24820,classics,7
18533,24820,fiction,22
18534,24820,non-fiction,2
18535,24820,philosophy,3
18536,24820,young-adult,2
18537,24827,adventure,4
18538,24827,horror,126
18539,24827,fantasy,4
18541,24827,science-fiction,523
18542,24827,religion,5
18543,24827,novel,6
18544,24827,fiction,79
18545,24827,mystery,24
18546,24827,literature,3
18547,24836,school,2
18548,24836,comedy,4
18549,24836,contemporary,5
18550,24836,fiction,85
18551,24836,literature,31
18552,24836,novel,18
18554,24836,classics,11
18555,24836,philosophy,2
18556,24840,comedy,4
18557,24840,history,18
18558,24840,classics,12
18559,24840,contemporary,8
18560,24840,fantasy,38
18561,24840,fiction,116
18562,24840,adventure,2
18563,24840,literature,44
18564,24840,philosophy,2
18565,24840,short-stories,29
18567,24840,novel,25
18568,24850,mystery,1
18569,24850,romance,1
18571,24850,novel,4
18572,24850,comedy,1
18573,24850,fiction,40
18574,24850,literature,2
18576,24865,science-fiction,203
18577,24865,adventure,5
18578,24865,fantasy,21
18579,24865,adult,3
18580,24865,history,2
18581,24865,fiction,18
18582,24875,mystery,38
18583,24875,science-fiction,330
18584,24875,children,66
18585,24875,classics,6
18586,24875,fantasy,29
18587,24875,fiction,112
18588,24875,horror,68
18589,24875,novel,9
18590,24875,school,6
18591,24875,science,4
18592,24875,young-adult,372
18593,24875,tragedy,5
18595,24878,children,10
18596,24878,biography,12
18597,24878,fiction,4
18598,24878,comedy,7
18599,24878,non-fiction,6
18600,24878,contemporary,1
18601,24878,young-adult,12
18602,24878,short-stories,1
18603,24878,school,1
18605,24885,science-fiction,28
18606,24885,young-adult,16
18607,24885,fiction,6
18608,24885,non-fiction,1
18609,24885,school,1
18611,24885,adventure,2
18612,24885,children,6
18613,24887,fiction,4
18614,24887,fantasy,4
18615,24887,children,1
18616,24887,contemporary,1
18617,24887,science,1
18618,24887,comedy,3
18619,24887,school,1
18620,24887,science-fiction,39
18621,24887,young-adult,30
18623,24910,adult,8
18624,24910,non-fiction,3
18626,24910,biography,8
18627,24910,young-adult,5
18628,24910,novel,26
18629,24910,history,145
18630,24910,fiction,198
18631,24910,contemporary,11
18632,24910,literature,25
18633,24910,classics,25
18634,24929,fiction,449
18635,24929,literature,17
18636,24929,horror,77
18637,24929,history,26
18638,24929,fantasy,472
18639,24929,mystery,82
18640,24929,adventure,8
18641,24929,adult,52
18642,24929,science-fiction,92
18643,24929,novel,15
18644,24929,contemporary,34
18646,24929,drama,6
18648,24930,history,4
18649,24930,young-adult,10
18650,24930,science-fiction,2
18651,24930,fiction,25
18652,24930,adult,1
18653,24930,children,27
18654,24930,fantasy,35
18655,24944,other,0
18656,24945,comedy,72
18657,24945,adventure,13
18658,24945,young-adult,178
18659,24945,short-stories,529
18660,24945,novel,9
18661,24945,non-fiction,16
18662,24945,fiction,454
18663,24945,literature,15
18664,24945,contemporary,9
18665,24945,classics,73
18666,24945,children,940
18668,24945,biography,9
18669,24945,fantasy,177
18670,24951,fiction,744
18672,24951,classics,265
18673,24951,school,38
18674,24951,young-adult,283
18675,24951,fantasy,142
18676,24951,adventure,81
18677,24951,comedy,122
18678,24951,children,3138
18679,24951,novel,73
18680,24951,family,30
18681,24968,fiction,3
18682,24968,classics,13
18684,24968,school,14
18685,24968,literature,5
18686,24968,philosophy,137
18687,24968,non-fiction,56
18688,24968,religion,55
18689,24979,short-stories,151
18690,24979,fiction,91
18691,24979,science-fiction,211
18693,24979,mystery,4
18694,24979,science,3
18695,24979,fantasy,93
18696,24979,contemporary,3
18697,24979,comedy,12
18698,24979,adult,9
18699,24979,horror,3
18700,24980,romance,3
18701,24980,short-stories,3
18702,24980,science,10
18703,24980,novel,3
18704,24980,mystery,12
18705,24980,horror,6
18706,24980,history,124
18707,24980,fantasy,112
18708,24980,contemporary,6
18709,24980,adult,15
18710,24980,science-fiction,396
18712,24980,fiction,144
18713,24982,science,7
18714,24982,science-fiction,261
18715,24982,short-stories,3
18716,24982,romance,9
18717,24982,fiction,34
18718,24982,fantasy,15
18719,24982,adventure,7
18721,24982,adult,6
18722,24982,comedy,18
18723,24984,culture,5
18724,24984,contemporary,25
18725,24984,romance,5
18726,24984,adult,28
18727,24984,fiction,309
18728,24984,fantasy,136
18730,24984,horror,14
18731,24984,mystery,52
18732,24984,novel,17
18733,24984,science,25
18734,24984,science-fiction,969
18735,24984,history,30
18736,24985,mystery,6
18738,24985,fantasy,76
18739,24985,adult,41
18740,24985,contemporary,46
18741,24985,science,57
18742,24985,science-fiction,1026
18743,24985,fiction,437
18744,24985,romance,103
18745,24985,comedy,242
18746,24985,novel,24
18747,25014,fiction,6
18748,25014,culture,9
18749,25014,biography,195
18750,25014,non-fiction,819
18751,25014,adult,7
18752,25014,science,453
18753,25014,nature,11
18754,25014,history,771
18756,25016,essays,8
18757,25016,non-fiction,121
18758,25016,culture,118
18759,25016,adventure,4
18760,25016,history,84
18761,25016,biography,5
18763,25016,politics,2
18764,25016,adult,3
18765,25047,mystery,14
18766,25047,school,3
18767,25047,science,4
18768,25047,young-adult,1
18770,25047,children,14
18771,25047,fiction,5
18772,25051,short-stories,18
18773,25051,fantasy,165
18774,25051,comedy,147
18775,25051,children,2629
18776,25051,fiction,268
18777,25051,school,17
18778,25051,young-adult,109
18780,25051,classics,173
18781,25052,children,813
18782,25052,short-stories,9
18783,25052,classics,37
18784,25052,fantasy,102
18785,25052,family,5
18787,25052,young-adult,37
18788,25052,comedy,42
18789,25052,school,5
18790,25052,fiction,104
18791,25053,young-adult,33
18792,25053,children,714
18793,25053,classics,40
18795,25053,fantasy,84
18796,25053,school,8
18797,25053,short-stories,13
18798,25053,fiction,101
18799,25053,comedy,46
18800,25055,comedy,5
18802,25055,children,92
18803,25055,fantasy,7
18804,25055,young-adult,2
18805,25055,classics,3
18806,25055,contemporary,1
18807,25055,short-stories,5
18808,25055,fiction,18
18809,25059,science,23
18810,25059,literature,3
18811,25059,fiction,127
18812,25059,adventure,9
18813,25059,science-fiction,994
18815,25059,fantasy,18
18816,25061,mystery,2
18817,25061,school,2
18818,25061,novel,13
18819,25061,romance,2
18820,25061,history,47
18821,25061,family,2
18822,25061,contemporary,4
18823,25061,adult,3
18825,25061,fiction,113
18826,25061,literature,10
18828,25065,adult,2
18829,25065,fantasy,23
18830,25065,romance,23
18831,25065,fiction,2
18832,25065,adventure,1
18833,25065,history,12
18834,25069,young-adult,14
18835,25069,mystery,7
18836,25069,school,15
18838,25069,history,9
18839,25069,novel,121
18840,25069,contemporary,166
18841,25069,comedy,7
18842,25069,classics,125
18843,25069,adult,29
18844,25069,fiction,832
18845,25069,literature,129
18846,25074,mystery,1
18847,25074,short-stories,42
18848,25074,novel,5
18849,25074,literature,3
18851,25074,contemporary,2
18852,25074,fiction,23
18853,25078,biography,5
18855,25078,sociology,127
18856,25078,science,5
18857,25078,school,774
18858,25078,adult,12
18859,25078,non-fiction,955
18860,25078,politics,108
18861,25078,culture,6
18862,25078,history,53
18863,25083,comedy,73
18864,25083,contemporary,2
18865,25083,essays,26
18866,25083,lgbt,45
18867,25083,non-fiction,224
18868,25083,philosophy,3
18869,25083,religion,5
18870,25083,sociology,5
18871,25083,culture,12
18873,25083,biography,52
18874,25083,politics,39
18875,25084,comedy,26
18876,25084,romance,7
18877,25084,biography,3
18878,25084,essays,4
18879,25084,lgbt,13
18880,25084,self-help,4
18882,25084,sociology,2
18883,25084,short-stories,1
18884,25084,non-fiction,85
18885,25099,horror,752
18887,25099,adult,85
18888,25099,classics,26
18889,25099,fiction,811
18890,25099,fantasy,2737
18891,25099,mystery,26
18892,25099,science-fiction,259
18893,25099,tragedy,54
18894,25099,novel,28
18895,25099,history,189
18896,25100,adult,71
18897,25100,contemporary,22
18898,25100,tragedy,36
18899,25100,short-stories,62
18901,25100,fiction,675
18902,25100,fantasy,2408
18903,25100,science-fiction,183
18904,25100,novel,21
18905,25100,horror,501
18906,25100,history,166
18907,25100,classics,22
18908,25101,science-fiction,177
18910,25101,novel,22
18911,25101,tragedy,35
18912,25101,history,172
